,EMP_ID,EMPName,certificate_name,certificate_status,skill_table,skill_proficiency,tech_stack
350,EMP_351,Lori Odell,"Selenium,Git,Natural Language Processing (NLP),MySQL,Xcode","Rejected,Rejected,Rejected,Rejected,Approved","Selenium,Git,Natural Language Processing (NLP),MySQL,Xcode","Intermediate,Advanced,Beginner,Intermediate,Advanced","Interaction Design,Wireframing,PHP,Support,DevOps,C#,Python,Support,Scrum,Agile Methodologies,Wireframing,User Stories"
351,EMP_352,Sinclair Flooks,"Spring Framework,Arduino,AWS,Arduino,Raspberry Pi","Rejected,Approved,Rejected,Rejected,Rejected","Spring Framework,Arduino,AWS,Arduino,Raspberry Pi","Advanced,Advanced,Intermediate,Advanced,Beginner","Ruby,Data Analysis,Data Visualization,Agile Methodologies,Continuous Integration,Python,Support,User Stories,Interaction Design,.NET,Ruby,Technical Writing"
352,EMP_353,Cad Hartin,"Natural Language Processing (NLP),Figma,Problem-Solving Skills,Kubernetes,Computer Vision","Approved,Rejected,Approved,Rejected,Approved","Natural Language Processing (NLP),Figma,Problem-Solving Skills,Kubernetes,Computer Vision","Advanced,Beginner,Intermediate,Advanced,Beginner","C#,DevOps,Java,Requirements Analysis,Python,PHP,Angular,Requirements Analysis,Node.js,Swift,Agile Product Management,Continuous Deployment"
353,EMP_354,Fredia Skitral,"Oracle,Analytical Skills,Jenkins,Spring Framework,AWS","Approved,Approved,Rejected,Rejected,Rejected","Oracle,Analytical Skills,Jenkins,Spring Framework,AWS","Advanced,Intermediate,Beginner,Intermediate,Beginner","Flask,Objective-C,Prototyping,GraphQL,MySQL,User Research,Google Cloud Platform,UI/UX Design,Agile Product Management,Documentation,Git,Behavior-Driven Development"
354,EMP_355,Gerhardine Bonefant,"Azure,Raspberry Pi,UI/UX Design Principles,Android Studio,Scikit-learn","Rejected,Rejected,Approved,Rejected,Rejected","Azure,Raspberry Pi,UI/UX Design Principles,Android Studio,Scikit-learn","Intermediate,Intermediate,Advanced,Advanced,Advanced","Problem Solving,PostgreSQL,Kotlin,NoSQL,Objective-C,Ruby,Test-Driven Development,Penetration Testing,Git,Kubernetes,Machine Learning,JavaScript"
355,EMP_356,Rae Karpf,"Natural Language Processing (NLP),Kotlin,Networking Abilities,Technical Proficiency (specific to the employee's field),Azure","Rejected,Rejected,Rejected,Rejected,Rejected","Natural Language Processing (NLP),Kotlin,Networking Abilities,Technical Proficiency (specific to the employee's field),Azure","Beginner,Beginner,Advanced,Beginner,Beginner","Data Visualization,AWS,Wireframing,MySQL,Python,PHP,CI/CD,DevOps,Business Analysis,Machine Learning,Statistical Analysis,Troubleshooting"
356,EMP_357,Irina Whiting,"Flask,Networking Abilities,JavaScript,Django,PostgreSQL","Approved,Approved,Approved,Rejected,Rejected","Flask,Networking Abilities,JavaScript,Django,PostgreSQL","Intermediate,Advanced,Intermediate,Beginner,Intermediate","User Research,Penetration Testing,Agile Product Management,GraphQL,Cybersecurity,Technical Writing,Data Science,DevOps,GraphQL,CSS,Agile Product Management,Interaction Design"
357,EMP_358,Kimmie Haithwaite,"Express.js,Computer Vision,Xcode,Big Data Technologies (Hadoop,Hibernate","Approved,Rejected,Rejected,Approved,Approved","Express.js,Computer Vision,Xcode,Big Data Technologies (Hadoop,Hibernate","Advanced,Intermediate,Intermediate,Intermediate,Beginner","Penetration Testing,Product Management,Communication,C#,Flask,UI/UX Design,HTML,Responsive Design,RESTful API,Requirements Analysis,Flask,PHP"
358,EMP_359,Clementia Stollsteiner,"JIRA,Flask,Xcode,Selenium,Django","Approved,Rejected,Approved,Approved,Approved","JIRA,Flask,Xcode,Selenium,Django","Intermediate,Intermediate,Intermediate,Intermediate,Beginner","Collaboration,Ruby,UI/UX Design,Agile Methodologies,Cryptography,Machine Learning,GraphQL,AWS,Git,Kubernetes,Docker,Node.js"
359,EMP_360,Lorri Mackett,"Google Cloud Platform,JavaScript,Docker,JavaScript,Spark)","Approved,Rejected,Approved,Approved,Approved","Google Cloud Platform,JavaScript,Docker,JavaScript,Spark)","Intermediate,Intermediate,Advanced,Advanced,Advanced","Prototyping,C#,Kubernetes,Continuous Integration,Penetration Testing,Data Visualization,GraphQL,Swift,Google Cloud Platform,GraphQL,Flask,Python"
360,EMP_361,Tierney Learoyde,"MySQL,Kubernetes,Problem-Solving Skills,Angular,Project Management Skills","Rejected,Rejected,Approved,Rejected,Approved","MySQL,Kubernetes,Problem-Solving Skills,Angular,Project Management Skills","Beginner,Intermediate,Intermediate,Intermediate,Advanced","Data Analysis,GraphQL,JavaScript,C#,Python,Continuous Integration,Cryptography,Java,CI/CD,JavaScript,Ruby,Flask"
361,EMP_362,De Rist,"Decision-Making Skills,AWS,Analytical Skills,Spark),Leadership Abilities","Approved,Approved,Rejected,Rejected,Approved","Decision-Making Skills,AWS,Analytical Skills,Spark),Leadership Abilities","Beginner,Beginner,Advanced,Beginner,Beginner","Technical Writing,MongoDB,Vue.js,Artificial Intelligence,Agile Methodologies,Kubernetes,Problem Solving,Data Visualization,Agile Methodologies,Node.js,Agile Methodologies,Artificial Intelligence"
362,EMP_363,Alva Moxon,"Docker,Figma,HTML/CSS,Natural Language Processing (NLP),Teamwork and Collaboration","Rejected,Approved,Rejected,Rejected,Approved","Docker,Figma,HTML/CSS,Natural Language Processing (NLP),Teamwork and Collaboration","Intermediate,Intermediate,Beginner,Beginner,Advanced","Responsive Design,.NET,Data Science,Cybersecurity,Machine Learning,MongoDB,.NET,SQL,Statistical Analysis,Agile Product Management,Continuous Deployment,JavaScript"
363,EMP_364,Tana Bly,"Swift,JavaScript,TensorFlow,Git,Leadership Abilities","Approved,Approved,Approved,Approved,Rejected","Swift,JavaScript,TensorFlow,Git,Leadership Abilities","Intermediate,Intermediate,Advanced,Advanced,Beginner","Technical Writing,Node.js,MySQL,Behavior-Driven Development,Azure,.NET,CI/CD,Documentation,Docker,Product Management,Docker,Wireframing"
364,EMP_365,Jewelle Ludlem,"Firebase,Git,SQL,SQL,Spring Framework","Rejected,Approved,Approved,Approved,Rejected","Firebase,Git,SQL,SQL,Spring Framework","Advanced,Intermediate,Intermediate,Intermediate,Intermediate","Artificial Intelligence,Wireframing,Django,Objective-C,Technical Writing,Swift,Communication,Prototyping,Kotlin,Collaboration,Support,UI/UX Design"
365,EMP_366,Cindee Falla,"Android Studio,Git,PostgreSQL,Attention to Detail,Arduino","Approved,Approved,Approved,Rejected,Approved","Android Studio,Git,PostgreSQL,Attention to Detail,Arduino","Beginner,Advanced,Beginner,Beginner,Advanced","Product Management,RESTful API,React,Objective-C,Requirements Analysis,Flask,Data Visualization,Agile Methodologies,Collaboration,AWS,Problem Solving,RESTful API"
366,EMP_367,Packston Mapam,"Jenkins,GraphQL,Flask,Technical Proficiency (specific to the employee's field),Creativity and Innovation","Rejected,Approved,Approved,Rejected,Rejected","Jenkins,GraphQL,Flask,Technical Proficiency (specific to the employee's field),Creativity and Innovation","Beginner,Beginner,Intermediate,Advanced,Intermediate","Statistical Analysis,Java,Scrum,Requirements Analysis,Artificial Intelligence,Information Security,Containerization,C#,Information Security,Swift,Cryptography,Troubleshooting"
367,EMP_368,Selinda Pantling,"Hibernate,Analytical Skills,Java,Express.js,Spring Framework","Approved,Rejected,Rejected,Rejected,Approved","Hibernate,Analytical Skills,Java,Express.js,Spring Framework","Intermediate,Intermediate,Beginner,Intermediate,Intermediate","Leadership,MySQL,User Stories,Vue.js,SQL,Documentation,Agile Methodologies,Node.js,Documentation,CSS,Documentation,Technical Writing"
368,EMP_369,Rhys Ballintyne,"Jenkins,AWS,Azure,PyTorch,Ethereum)","Approved,Rejected,Rejected,Rejected,Rejected","Jenkins,AWS,Azure,PyTorch,Ethereum)","Intermediate,Beginner,Advanced,Intermediate,Advanced","Network Security,Accessibility,Azure,Troubleshooting,Product Management,Flask,Scrum,AWS,Collaboration,Cryptography,Penetration Testing,User Research"
369,EMP_370,Pembroke Dufoure,"PostgreSQL,Oracle,Android Studio,Express.js,Leadership Abilities","Rejected,Approved,Rejected,Approved,Rejected","PostgreSQL,Oracle,Android Studio,Express.js,Leadership Abilities","Advanced,Advanced,Intermediate,Intermediate,Advanced","Agile Product Management,CSS,User Stories,Network Security,Artificial Intelligence,Responsive Design,Network Security,CI/CD,Objective-C,Scrum,Vue.js,React"
370,EMP_371,Edeline Sparkwill,"Creativity and Innovation,MongoDB,RESTful APIs,Adaptability,Spark)","Rejected,Approved,Approved,Rejected,Approved","Creativity and Innovation,MongoDB,RESTful APIs,Adaptability,Spark)","Intermediate,Advanced,Beginner,Beginner,Intermediate","Scrum,Network Security,CSS,User Research,User Stories,CSS,Java,Support,Docker,User Research,Containerization,Support"
371,EMP_372,Sophia Tatteshall,"RESTful APIs,Research Skills,Selenium,Technical Proficiency (specific to the employee's field),JIRA","Rejected,Rejected,Rejected,Rejected,Rejected","RESTful APIs,Research Skills,Selenium,Technical Proficiency (specific to the employee's field),JIRA","Intermediate,Beginner,Intermediate,Intermediate,Advanced","Kotlin,Problem Solving,AWS,Technical Writing,Containerization,PostgreSQL,PHP,Statistical Analysis,RESTful API,NoSQL,HTML,Node.js"
372,EMP_373,Vaclav Aspinwall,"GraphQL,Git,Angular,Decision-Making Skills,Time Management","Approved,Approved,Approved,Approved,Approved","GraphQL,Git,Angular,Decision-Making Skills,Time Management","Intermediate,Intermediate,Advanced,Beginner,Advanced","Support,Django,Machine Learning,Python,Django,Interaction Design,SQL,Data Analysis,Django,Technical Writing,Support,Agile Product Management"
373,EMP_374,Lula Onion,"Customer Service Skills,Communication Skills,Oracle,UI/UX Design Principles,Leadership Abilities","Rejected,Rejected,Approved,Rejected,Rejected","Customer Service Skills,Communication Skills,Oracle,UI/UX Design Principles,Leadership Abilities","Beginner,Advanced,Intermediate,Advanced,Intermediate","Continuous Deployment,JavaScript,Troubleshooting,Flask,Python,DevOps,Technical Writing,Kubernetes,Python,Behavior-Driven Development,C#,Continuous Deployment"
374,EMP_375,Kalila Janicijevic,"Problem-Solving Skills,Research Skills,Teamwork and Collaboration,GraphQL,JIRA","Rejected,Approved,Rejected,Rejected,Rejected","Problem-Solving Skills,Research Skills,Teamwork and Collaboration,GraphQL,JIRA","Beginner,Advanced,Advanced,Beginner,Advanced","Cryptography,Business Analysis,Documentation,Interaction Design,Django,Scrum,Continuous Deployment,Kubernetes,HTML,Microservices,Problem Solving,User Research"
375,EMP_376,Robbie Crowcroft,"Java,Customer Service Skills,AWS,Teamwork and Collaboration,Selenium","Approved,Rejected,Approved,Approved,Approved","Java,Customer Service Skills,AWS,Teamwork and Collaboration,Selenium","Beginner,Beginner,Intermediate,Beginner,Intermediate","Containerization,Accessibility,Swift,UI/UX Design,Microservices,Wireframing,CSS,Continuous Integration,Microservices,User Research,Git,HTML"
376,EMP_377,Mickey Szantho,"Adobe XD,Spark),AWS,PyTorch,Computer Vision","Rejected,Rejected,Rejected,Approved,Approved","Adobe XD,Spark),AWS,PyTorch,Computer Vision","Beginner,Advanced,Beginner,Advanced,Advanced","SQL,Objective-C,Agile Methodologies,Documentation,Cybersecurity,DevOps,PHP,Angular,Leadership,Microservices,Leadership,Kotlin"
377,EMP_378,Erminia Dimbylow,"Docker,Firebase,Java,Creativity and Innovation,Java","Approved,Approved,Rejected,Approved,Approved","Docker,Firebase,Java,Creativity and Innovation,Java","Intermediate,Beginner,Beginner,Beginner,Intermediate","Data Science,Wireframing,Django,Problem Solving,Docker,Penetration Testing,Swift,Requirements Analysis,Network Security,Troubleshooting,Kubernetes,Documentation"
378,EMP_379,Ronnie Dunsire,"Kubernetes,AWS,Kotlin,HTML/CSS,Blockchain Development (Solidity","Rejected,Approved,Approved,Rejected,Rejected","Kubernetes,AWS,Kotlin,HTML/CSS,Blockchain Development (Solidity","Beginner,Intermediate,Advanced,Beginner,Intermediate","Node.js,User Research,Business Analysis,Support,Information Security,Agile Methodologies,Collaboration,Continuous Integration,Containerization,CI/CD,Flask,Network Security"
379,EMP_380,Kandy Tinner,"Figma,Docker,Teamwork and Collaboration,Decision-Making Skills,Flask","Rejected,Approved,Rejected,Approved,Approved","Figma,Docker,Teamwork and Collaboration,Decision-Making Skills,Flask","Advanced,Beginner,Beginner,Beginner,Beginner","Containerization,.NET,Requirements Analysis,PostgreSQL,Objective-C,Google Cloud Platform,HTML,Accessibility,Data Visualization,Responsive Design,Penetration Testing,PHP"
380,EMP_381,Sorcha Sazio,"Flask,Leadership Abilities,IoT Development,Decision-Making Skills,Teamwork and Collaboration","Approved,Approved,Approved,Rejected,Approved","Flask,Leadership Abilities,IoT Development,Decision-Making Skills,Teamwork and Collaboration","Intermediate,Advanced,Advanced,Intermediate,Beginner","GraphQL,HTML,Azure,AWS,Cryptography,Technical Writing,Troubleshooting,Communication,Problem Solving,Python,PostgreSQL,Vue.js"
381,EMP_382,Mile Menear,"Git,Google Cloud Platform,Azure,Xcode,Django","Rejected,Approved,Rejected,Approved,Approved","Git,Google Cloud Platform,Azure,Xcode,Django","Beginner,Advanced,Intermediate,Advanced,Advanced","Test-Driven Development,Data Science,Interaction Design,Ruby,Azure,.NET,Cybersecurity,MySQL,DevOps,PHP,Node.js,Penetration Testing"
382,EMP_383,Wang Bratchell,"Decision-Making Skills,Time Management,Jenkins,Hibernate,Analytical Skills","Rejected,Approved,Approved,Rejected,Approved","Decision-Making Skills,Time Management,Jenkins,Hibernate,Analytical Skills","Beginner,Beginner,Advanced,Intermediate,Intermediate","Vue.js,Requirements Analysis,Continuous Deployment,Accessibility,React,Node.js,Wireframing,Git,JavaScript,PHP,Communication,Kotlin"
383,EMP_384,Kiel Camoys,"Attention to Detail,TensorFlow,Flask,Networking Abilities,Express.js","Approved,Approved,Approved,Approved,Rejected","Attention to Detail,TensorFlow,Flask,Networking Abilities,Express.js","Advanced,Beginner,Beginner,Advanced,Intermediate","Docker,React,Data Analysis,SQL,Statistical Analysis,Azure,Network Security,UI/UX Design,MongoDB,Google Cloud Platform,UI/UX Design,Swift"
384,EMP_385,Darrell Seedhouse,"Oracle,TensorFlow,Google Cloud Platform,Kubernetes,Big Data Technologies (Hadoop","Approved,Approved,Rejected,Approved,Approved","Oracle,TensorFlow,Google Cloud Platform,Kubernetes,Big Data Technologies (Hadoop","Intermediate,Beginner,Intermediate,Beginner,Intermediate","Business Analysis,Docker,GraphQL,Support,Microservices,Requirements Analysis,Business Analysis,Accessibility,Support,DevOps,Business Analysis,PHP"
385,EMP_386,Leesa Shoebottom,"GraphQL,Git,MongoDB,Research Skills,Angular","Approved,Approved,Rejected,Approved,Rejected","GraphQL,Git,MongoDB,Research Skills,Angular","Advanced,Beginner,Beginner,Intermediate,Intermediate","Behavior-Driven Development,Angular,Accessibility,Interaction Design,Support,Data Science,Git,NoSQL,User Research,Vue.js,Product Management,Communication"
386,EMP_387,Melina Fealey,"GraphQL,HTML/CSS,Ethereum),Hibernate,Django","Rejected,Approved,Rejected,Approved,Rejected","GraphQL,HTML/CSS,Ethereum),Hibernate,Django","Intermediate,Advanced,Advanced,Beginner,Advanced","HTML,SQL,Information Security,Java,Documentation,Data Visualization,RESTful API,Communication,Java,Responsive Design,Agile Methodologies,Ruby"
387,EMP_388,Sabra Ledson,"Django,Git,HTML/CSS,HTML/CSS,Research Skills","Approved,Rejected,Approved,Approved,Rejected","Django,Git,HTML/CSS,HTML/CSS,Research Skills","Beginner,Beginner,Advanced,Advanced,Beginner","PostgreSQL,Agile Methodologies,Data Science,Microservices,Statistical Analysis,Kotlin,Containerization,Interaction Design,Vue.js,SQL,Objective-C,Swift"
388,EMP_389,Jeniffer Ruberti,"AWS,Google Cloud Platform,Computer Vision,Express.js,JIRA","Rejected,Rejected,Rejected,Rejected,Approved","AWS,Google Cloud Platform,Computer Vision,Express.js,JIRA","Advanced,Advanced,Beginner,Advanced,Beginner","Penetration Testing,Google Cloud Platform,RESTful API,Troubleshooting,C#,Cryptography,HTML,NoSQL,Leadership,Objective-C,Troubleshooting,Scrum"
389,EMP_390,Nevile Stubs,"UI/UX Design Principles,Problem-Solving Skills,Decision-Making Skills,MySQL,Raspberry Pi","Rejected,Rejected,Approved,Approved,Rejected","UI/UX Design Principles,Problem-Solving Skills,Decision-Making Skills,MySQL,Raspberry Pi","Advanced,Intermediate,Advanced,Intermediate,Advanced","Behavior-Driven Development,User Stories,Containerization,Product Management,Continuous Integration,Technical Writing,Google Cloud Platform,Azure,User Stories,Flask,CSS,Documentation"
